FIPStxt;State;Area name;Population 2020;;;;;;
17011;IL;Bureau County;33.244;;;;;;
17013;IL;Calhoun County;4.437;;;;;;
17015;IL;Carroll County;15.702;;;;;;
17017;IL;Cass County;13.042;;;;;;
17019;IL;Champaign County;205.865;;;;;;
17021;IL;Christian County;34.032;;;;;;
17023;IL;Clark County;15.455;;;;;;
17025;IL;Clay County;13.288;;;;;;
17027;IL;Clinton County;36.899;;;;;;
17029;IL;Coles County;46.863;;;;;;
17031;IL;Cook County;5.275.541;;;;;;
17033;IL;Crawford County;18.679;;;;;;
17035;IL;Cumberland County;10.450;;;;;;
17037;IL;DeKalb County;100.420;;;;;;
17039;IL;De Witt County;15.516;;;;;;
17041;IL;Douglas County;19.740;;;;;;
17043;IL;DuPage County;932.877;;;;;;
17045;IL;Edgar County;16.866;;;;;;
17047;IL;Edwards County;6.245;;;;;;
17049;IL;Effingham County;34.668;;;;;;
17051;IL;Fayette County;21.488;;;;;;
17053;IL;Ford County;13.534;;;;;;
17055;IL;Franklin County;37.804;;;;;;
17057;IL;Fulton County;33.609;;;;;;
17059;IL;Gallatin County;4.946;;;;;;
17061;IL;Greene County;11.985;;;;;;
17063;IL;Grundy County;52.533;;;;;;
17065;IL;Hamilton County;7.993;;;;;;
17067;IL;Hancock County;17.620;;;;;;
17069;IL;Hardin County;3.649;;;;;;
17071;IL;Henderson County;6.387;;;;;;
17073;IL;Henry County;49.284;;;;;;
17075;IL;Iroquois County;27.077;;;;;;
17077;IL;Jackson County;52.974;;;;;;
17079;IL;Jasper County;9.287;;;;;;
17081;IL;Jefferson County;37.113;;;;;;
17083;IL;Jersey County;21.512;;;;;;
17085;IL;Jo Daviess County;22.035;;;;;;
17087;IL;Johnson County;13.308;;;;;;
17089;IL;Kane County;516.522;;;;;;
17091;IL;Kankakee County;107.502;;;;;;
17093;IL;Kendall County;131.869;;;;;;
17095;IL;Knox County;49.967;;;;;;
17097;IL;Lake County;714.342;;;;;;
17099;IL;LaSalle County;109.658;;;;;;
17101;IL;Lawrence County;15.280;;;;;;
17103;IL;Lee County;34.145;;;;;;
17105;IL;Livingston County;35.815;;;;;;
17107;IL;Logan County;27.987;;;;;;
17109;IL;McDonough County;27.238;;;;;;
17111;IL;McHenry County;310.229;;;;;;
17113;IL;McLean County;170.954;;;;;;
17115;IL;Macon County;103.998;;;;;;
17117;IL;Macoupin County;44.967;;;;;;
17119;IL;Madison County;265.859;;;;;;
17121;IL;Marion County;37.729;;;;;;
17123;IL;Marshall County;11.742;;;;;;
17125;IL;Mason County;13.086;;;;;;
17127;IL;Massac County;14.169;;;;;;
17129;IL;Menard County;12.297;;;;;;
17131;IL;Mercer County;15.699;;;;;;
17133;IL;Monroe County;34.962;;;;;;
17135;IL;Montgomery County;28.288;;;;;;
17137;IL;Morgan County;32.915;;;;;;
17139;IL;Moultrie County;14.526;;;;;;
17141;IL;Ogle County;51.788;;;;;;
17143;IL;Peoria County;181.830;;;;;;
17145;IL;Perry County;20.945;;;;;;
17147;IL;Piatt County;16.673;;;;;;
17149;IL;Pike County;14.739;;;;;;
17151;IL;Pope County;3.763;;;;;;
17153;IL;Pulaski County;5.193;;;;;;
17155;IL;Putnam County;5.637;;;;;;
17157;IL;Randolph County;30.163;;;;;;
17159;IL;Richland County;15.813;;;;;;
17161;IL;Rock Island County;144.672;;;;;;
17163;IL;St. Clair County;257.400;;;;;;
17165;IL;Saline County;23.768;;;;;;
17167;IL;Sangamon County;196.343;;;;;;
17169;IL;Schuyler County;6.902;;;;;;
17171;IL;Scott County;4.949;;;;;;
17173;IL;Shelby County;20.990;;;;;;
17175;IL;Stark County;5.400;;;;;;
17177;IL;Stephenson County;44.630;;;;;;
17179;IL;Tazewell County;131.343;;;;;;
17181;IL;Union County;17.244;;;;;;
17183;IL;Vermilion County;74.188;;;;;;
17185;IL;Wabash County;11.361;;;;;;
17187;IL;Warren County;16.835;;;;;;
17189;IL;Washington County;13.761;;;;;;
17191;IL;Wayne County;16.179;;;;;;
17193;IL;White County;13.877;;;;;;
17195;IL;Whiteside County;55.691;;;;;;
17197;IL;Will County;696.355;;;;;;
17199;IL;Williamson County;67.153;;;;;;
17201;IL;Winnebago County;285.350;;;;;;
17203;IL;Woodford County;38.467;;;;;;
18000;IN;Indiana;6.785.528;;;;;;
18001;IN;Adams County;35.809;;;;;;
18003;IN;Allen County;385.410;;;;;;
18005;IN;Bartholomew County;82.208;;;;;;
18007;IN;Benton County;8.719;;;;;;
18009;IN;Blackford County;12.112;;;;;;
18011;IN;Boone County;70.812;;;;;;
18013;IN;Brown County;15.475;;;;;;
18015;IN;Carroll County;20.306;;;;;;
18017;IN;Cass County;37.870;;;;;;
18019;IN;Clark County;121.093;;;;;;
18021;IN;Clay County;26.466;;;;;;
18023;IN;Clinton County;33.190;;;;;;
18025;IN;Crawford County;10.526;;;;;;
18027;IN;Daviess County;33.381;;;;;;
18029;IN;Dearborn County;50.679;;;;;;
18031;IN;Decatur County;26.472;;;;;;
18033;IN;DeKalb County;43.265;;;;;;
18035;IN;Delaware County;111.903;;;;;;
18037;IN;Dubois County;43.637;;;;;;
18039;IN;Elkhart County;207.047;;;;;;
18041;IN;Fayette County;23.398;;;;;;
18043;IN;Floyd County;80.484;;;;;;
18045;IN;Fountain County;16.479;;;;;;
18047;IN;Franklin County;22.785;;;;;;
18049;IN;Fulton County;20.480;;;;;;
18051;IN;Gibson County;33.011;;;;;;
18053;IN;Grant County;66.674;;;;;;
18055;IN;Greene County;30.803;;;;;;
18057;IN;Hamilton County;347.467;;;;;;
18059;IN;Hancock County;79.840;;;;;;
18061;IN;Harrison County;39.654;;;;;;
18063;IN;Hendricks County;174.788;;;;;;
18065;IN;Henry County;48.914;;;;;;
18067;IN;Howard County;83.658;;;;;;
18069;IN;Huntington County;36.662;;;;;;
18071;IN;Jackson County;46.428;;;;;;
18073;IN;Jasper County;32.918;;;;;;
18075;IN;Jay County;20.478;;;;;;
18077;IN;Jefferson County;33.147;;;;;;
18079;IN;Jennings County;27.613;;;;;;
18081;IN;Johnson County;161.765;;;;;;
18083;IN;Knox County;36.282;;;;;;
18085;IN;Kosciusko County;80.240;;;;;;
18087;IN;LaGrange County;40.446;;;;;;
18089;IN;Lake County;498.700;;;;;;
18091;IN;LaPorte County;112.417;;;;;;
18093;IN;Lawrence County;45.011;;;;;;
18095;IN;Madison County;130.129;;;;;;
18097;IN;Marion County;977.203;;;;;;
18099;IN;Marshall County;46.095;;;;;;
18101;IN;Martin County;9.812;;;;;;
18103;IN;Miami County;35.962;;;;;;
18105;IN;Monroe County;139.718;;;;;;
18107;IN;Montgomery County;37.936;;;;;;
18109;IN;Morgan County;71.780;;;;;;
18111;IN;Newton County;13.830;;;;;;
18113;IN;Noble County;47.457;;;;;;
18115;IN;Ohio County;5.940;;;;;;
18117;IN;Orange County;19.867;;;;;;
18119;IN;Owen County;21.321;;;;;;
18121;IN;Parke County;16.156;;;;;;
18123;IN;Perry County;19.170;;;;;;
18125;IN;Pike County;12.250;;;;;;
18127;IN;Porter County;173.215;;;;;;
18129;IN;Posey County;25.222;;;;;;
18131;IN;Pulaski County;12.514;;;;;;
18133;IN;Putnam County;36.726;;;;;;
18135;IN;Randolph County;24.502;;;;;;
18137;IN;Ripley County;28.995;;;;;;
18139;IN;Rush County;16.752;;;;;;
18141;IN;St. Joseph County;272.912;;;;;;
18143;IN;Scott County;24.384;;;;;;
18145;IN;Shelby County;45.055;;;;;;
18147;IN;Spencer County;19.810;;;;;;
18149;IN;Starke County;23.371;;;;;;
18151;IN;Steuben County;34.435;;;;;;
18153;IN;Sullivan County;20.817;;;;;;
18155;IN;Switzerland County;9.737;;;;;;
18157;IN;Tippecanoe County;186.251;;;;;;
18159;IN;Tipton County;15.359;;;;;;
18161;IN;Union County;7.087;;;;;;
18163;IN;Vanderburgh County;180.136;;;;;;
18165;IN;Vermillion County;15.439;;;;;;
18167;IN;Vigo County;106.153;;;;;;
18169;IN;Wabash County;30.976;;;;;;
18171;IN;Warren County;8.440;;;;;;
18173;IN;Warrick County;63.898;;;;;;
18175;IN;Washington County;28.182;;;;;;
18177;IN;Wayne County;66.553;;;;;;
18179;IN;Wells County;28.180;;;;;;
18181;IN;White County;24.688;;;;;;
18183;IN;Whitley County;34.191;;;;;;
19000;IA;Iowa;3.190.369;;;;;;
19001;IA;Adair County;7.496;;;;;;
19003;IA;Adams County;3.704;;;;;;
19005;IA;Allamakee County;14.061;;;;;;
19007;IA;Appanoose County;12.317;;;;;;
19009;IA;Audubon County;5.674;;;;;;
19011;IA;Benton County;25.575;;;;;;
19013;IA;Black Hawk County;131.144;;;;;;
19015;IA;Boone County;26.715;;;;;;
19017;IA;Bremer County;24.988;;;;;;
19019;IA;Buchanan County;20.565;;;;;;
19021;IA;Buena Vista County;20.823;;;;;;
19023;IA;Butler County;14.334;;;;;;
19025;IA;Calhoun County;9.927;;;;;;
19027;IA;Carroll County;20.760;;;;;;
19029;IA;Cass County;13.127;;;;;;
19031;IA;Cedar County;18.505;;;;;;
19033;IA;Cerro Gordo County;43.127;;;;;;
19035;IA;Cherokee County;11.658;;;;;;
19037;IA;Chickasaw County;12.012;;;;;;
19039;IA;Clarke County;9.748;;;;;;
19041;IA;Clay County;16.384;;;;;;
19043;IA;Clayton County;17.043;;;;;;
19045;IA;Clinton County;46.460;;;;;;
19047;IA;Crawford County;16.525;;;;;;
19049;IA;Dallas County;99.678;;;;;;
19051;IA;Davis County;9.110;;;;;;
19053;IA;Decatur County;7.645;;;;;;
19055;IA;Delaware County;17.488;;;;;;
19057;IA;Des Moines County;38.910;;;;;;
19059;IA;Dickinson County;17.703;;;;;;
19061;IA;Dubuque County;99.266;;;;;;
19063;IA;Emmet County;9.388;;;;;;
19065;IA;Fayette County;19.509;;;;;;
19067;IA;Floyd County;15.627;;;;;;
19069;IA;Franklin County;10.019;;;;;;
19071;IA;Fremont County;6.605;;;;;;
19073;IA;Greene County;8.771;;;;;;
19075;IA;Grundy County;12.329;;;;;;
19077;IA;Guthrie County;10.623;;;;;;
19079;IA;Hamilton County;15.039;;;;;;
19081;IA;Hancock County;10.795;;;;;;
19083;IA;Hardin County;16.878;;;;;;
19085;IA;Harrison County;14.582;;;;;;
19087;IA;Henry County;20.482;;;;;;
19089;IA;Howard County;9.469;;;;;;
19091;IA;Humboldt County;9.597;;;;;;
19093;IA;Ida County;7.005;;;;;;
19095;IA;Iowa County;16.662;;;;;;
19097;IA;Jackson County;19.485;;;;;;
19099;IA;Jasper County;37.813;;;;;;
19101;IA;Jefferson County;15.663;;;;;;
19103;IA;Johnson County;152.854;;;;;;
19105;IA;Jones County;20.646;;;;;;
19107;IA;Keokuk County;10.033;;;;;;
19109;IA;Kossuth County;14.828;;;;;;
19111;IA;Lee County;33.555;;;;;;
19113;IA;Linn County;230.299;;;;;;
19115;IA;Louisa County;10.837;;;;;;
19117;IA;Lucas County;8.634;;;;;;
19119;IA;Lyon County;11.934;;;;;;
19121;IA;Madison County;16.548;;;;;;
19123;IA;Mahaska County;22.190;;;;;;
19125;IA;Marion County;33.414;;;;;;
19127;IA;Marshall County;40.105;;;;;;
19129;IA;Mills County;14.484;;;;;;
19131;IA;Mitchell County;10.565;;;;;;
19133;IA;Monona County;8.751;;;;;;
19135;IA;Monroe County;7.577;;;;;;
19137;IA;Montgomery County;10.330;;;;;;
19139;IA;Muscatine County;43.235;;;;;;
19141;IA;O'Brien County;14.182;;;;;;
19143;IA;Osceola County;6.192;;;;;;
19145;IA;Page County;15.211;;;;;;
19147;IA;Palo Alto County;8.996;;;;;;
19149;IA;Plymouth County;25.698;;;;;;
19151;IA;Pocahontas County;7.078;;;;;;
19153;IA;Polk County;492.401;;;;;;
19155;IA;Pottawattamie County;93.667;;;;;;
19157;IA;Poweshiek County;18.662;;;;;;
19159;IA;Ringgold County;4.663;;;;;;
19161;IA;Sac County;9.814;;;;;;
19163;IA;Scott County;174.669;;;;;;
19165;IA;Shelby County;11.746;;;;;;
19167;IA;Sioux County;35.872;;;;;;
19169;IA;Story County;98.537;;;;;;
19171;IA;Tama County;17.135;;;;;;
19173;IA;Taylor County;5.896;;;;;;
19175;IA;Union County;12.138;;;;;;
19177;IA;Van Buren County;7.203;;;;;;
19179;IA;Wapello County;35.437;;;;;;
19181;IA;Warren County;52.403;;;;;;
19183;IA;Washington County;22.565;;;;;;
19185;IA;Wayne County;6.497;;;;;;
19187;IA;Webster County;36.999;;;;;;
19189;IA;Winnebago County;10.679;;;;;;
19191;IA;Winneshiek County;20.070;;;;;;
19193;IA;Woodbury County;105.941;;;;;;
19195;IA;Worth County;7.443;;;;;;
19197;IA;Wright County;12.943;;;;;;
20000;KS;Kansas;2.937.880;;;;;;
20001;KS;Allen County;12.526;;;;;;
20003;KS;Anderson County;7.836;;;;;;
20005;KS;Atchison County;16.348;;;;;;
20007;KS;Barber County;4.228;;;;;;
20009;KS;Barton County;25.493;;;;;;
20011;KS;Bourbon County;14.360;;;;;;
20013;KS;Brown County;9.508;;;;;;
20015;KS;Butler County;67.380;;;;;;
20017;KS;Chase County;2.572;;;;;;
20019;KS;Chautauqua County;3.379;;;;;;
20021;KS;Cherokee County;19.362;;;;;;
20023;KS;Cheyenne County;2.616;;;;;;
20025;KS;Clark County;1.991;;;;;;
20027;KS;Clay County;8.117;;;;;;
20029;KS;Cloud County;9.032;;;;;;
20031;KS;Coffey County;8.360;;;;;;
20033;KS;Comanche County;1.689;;;;;;
20035;KS;Cowley County;34.549;;;;;;
20037;KS;Crawford County;38.972;;;;;;
20039;KS;Decatur County;2.764;;;;;;
20041;KS;Dickinson County;18.402;;;;;;
20043;KS;Doniphan County;7.510;;;;;;
20045;KS;Douglas County;118.785;;;;;;
20047;KS;Edwards County;2.907;;;;;;
20049;KS;Elk County;2.483;;;;;;
20051;KS;Ellis County;28.934;;;;;;
20053;KS;Ellsworth County;6.376;;;;;;
20055;KS;Finney County;38.470;;;;;;
20057;KS;Ford County;34.287;;;;;;
20059;KS;Franklin County;25.996;;;;;;
20061;KS;Geary County;36.739;;;;;;
20063;KS;Gove County;2.718;;;;;;
20065;KS;Graham County;2.415;;;;;;
20067;KS;Grant County;7.352;;;;;;
20069;KS;Gray County;5.653;;;;;;
20071;KS;Greeley County;1.284;;;;;;
20073;KS;Greenwood County;6.016;;;;;;
20075;KS;Hamilton County;2.518;;;;;;
20077;KS;Harper County;5.485;;;;;;
20079;KS;Harvey County;34.024;;;;;;
20081;KS;Haskell County;3.780;;;;;;
20083;KS;Hodgeman County;1.723;;;;;;
20085;KS;Jackson County;13.232;;;;;;
20087;KS;Jefferson County;18.368;;;;;;
20089;KS;Jewell County;2.932;;;;;;
20091;KS;Johnson County;609.863;;;;;;
20093;KS;Kearny County;3.983;;;;;;
20095;KS;Kingman County;7.470;;;;;;
20097;KS;Kiowa County;2.460;;;;;;
20099;KS;Labette County;20.184;;;;;;
20101;KS;Lane County;1.574;;;;;;
20103;KS;Leavenworth County;81.881;;;;;;
20105;KS;Lincoln County;2.939;;;;;;
20107;KS;Linn County;9.591;;;;;;
20109;KS;Logan County;2.762;;;;;;
20111;KS;Lyon County;32.179;;;;;;
20113;KS;McPherson County;30.223;;;;;;
20115;KS;Marion County;11.823;;;;;;
20117;KS;Marshall County;10.038;;;;;;
20119;KS;Meade County;4.055;;;;;;
20121;KS;Miami County;34.191;;;;;;
20123;KS;Mitchell County;5.796;;;;;;
20125;KS;Montgomery County;31.486;;;;;;
20127;KS;Morris County;5.386;;;;;;
20129;KS;Morton County;2.701;;;;;;
20131;KS;Nemaha County;10.273;;;;;;
20133;KS;Neosho County;15.904;;;;;;
20135;KS;Ness County;2.687;;;;;;
20137;KS;Norton County;5.459;;;;;;
20139;KS;Osage County;15.766;;;;;;
20141;KS;Osborne County;3.500;;;;;;
20143;KS;Ottawa County;5.735;;;;;;
20145;KS;Pawnee County;6.253;;;;;;
20147;KS;Phillips County;4.981;;;;;;
20149;KS;Pottawatomie County;25.348;;;;;;
20151;KS;Pratt County;9.157;;;;;;
20153;KS;Rawlins County;2.561;;;;;;
20155;KS;Reno County;61.898;;;;;;
20157;KS;Republic County;4.674;;;;;;
20159;KS;Rice County;9.427;;;;;;
20161;KS;Riley County;71.959;;;;;;
20163;KS;Rooks County;4.919;;;;;;
20165;KS;Rush County;2.956;;;;;;
20167;KS;Russell County;6.691;;;;;;
20169;KS;Saline County;54.303;;;;;;
20171;KS;Scott County;5.151;;;;;;
20173;KS;Sedgwick County;523.824;;;;;;
20175;KS;Seward County;21.964;;;;;;
20177;KS;Shawnee County;178.909;;;;;;
20179;KS;Sheridan County;2.447;;;;;;
20181;KS;Sherman County;5.927;;;;;;
20183;KS;Smith County;3.570;;;;;;
20185;KS;Stafford County;4.072;;;;;;
20187;KS;Stanton County;2.084;;;;;;
20189;KS;Stevens County;5.250;;;;;;
20191;KS;Sumner County;22.382;;;;;;
20193;KS;Thomas County;7.930;;;;;;
20195;KS;Trego County;2.808;;;;;;
20197;KS;Wabaunsee County;6.877;;;;;;
20199;KS;Wallace County;1.512;;;;;;
20201;KS;Washington County;5.530;;;;;;
20203;KS;Wichita County;2.152;;;;;;
20205;KS;Wilson County;8.624;;;;;;
20207;KS;Woodson County;3.115;;;;;;
20209;KS;Wyandotte County;169.245;;;;;;
21000;KY;Kentucky;4.505.836;;;;;;
21001;KY;Adair County;18.903;;;;;;
21003;KY;Allen County;20.588;;;;;;
21005;KY;Anderson County;23.852;;;;;;
21007;KY;Ballard County;7.728;;;;;;
21009;KY;Barren County;44.485;;;;;;
21011;KY;Bath County;12.750;;;;;;
21013;KY;Bell County;24.097;;;;;;
21015;KY;Boone County;135.968;;;;;;
21017;KY;Bourbon County;20.252;;;;;;
21019;KY;Boyd County;48.261;;;;;;
21021;KY;Boyle County;30.614;;;;;;
21023;KY;Bracken County;8.400;;;;;;
21025;KY;Breathitt County;13.718;;;;;;
21027;KY;Breckinridge County;20.432;;;;;;
21029;KY;Bullitt County;82.217;;;;;;
21031;KY;Butler County;12.371;;;;;;
21033;KY;Caldwell County;12.649;;;;;;
21035;KY;Calloway County;37.103;;;;;;
21037;KY;Campbell County;93.076;;;;;;
21039;KY;Carlisle County;4.826;;;;;;
21041;KY;Carroll County;10.810;;;;;;
21043;KY;Carter County;26.627;;;;;;
21045;KY;Casey County;15.941;;;;;;
21047;KY;Christian County;72.748;;;;;;
21049;KY;Clark County;36.972;;;;;;
21051;KY;Clay County;20.345;;;;;;
21053;KY;Clinton County;9.253;;;;;;
21055;KY;Crittenden County;8.990;;;;;;
21057;KY;Cumberland County;5.888;;;;;;
21059;KY;Daviess County;103.312;;;;;;
21061;KY;Edmonson County;12.126;;;;;;
21063;KY;Elliott County;7.354;;;;;;
21065;KY;Estill County;14.163;;;;;;
21067;KY;Fayette County;322.570;;;;;;
21069;KY;Fleming County;15.082;;;;;;
21071;KY;Floyd County;35.942;;;;;;
21073;KY;Franklin County;51.541;;;;;;
21075;KY;Fulton County;6.515;;;;;;
21077;KY;Gallatin County;8.690;;;;;;
21079;KY;Garrard County;16.953;;;;;;
21081;KY;Grant County;24.941;;;;;;
21083;KY;Graves County;36.649;;;;;;
21085;KY;Grayson County;26.420;;;;;;
21087;KY;Green County;11.107;;;;;;
21089;KY;Greenup County;35.962;;;;;;
21091;KY;Hancock County;9.095;;;;;;
21093;KY;Hardin County;110.702;;;;;;
21095;KY;Harlan County;26.831;;;;;;
21097;KY;Harrison County;18.692;;;;;;
21099;KY;Hart County;19.288;;;;;;
21101;KY;Henderson County;44.793;;;;;;
21103;KY;Henry County;15.678;;;;;;
21105;KY;Hickman County;4.521;;;;;;
21107;KY;Hopkins County;45.423;;;;;;
21109;KY;Jackson County;12.955;;;;;;
21111;KY;Jefferson County;782.969;;;;;;
21113;KY;Jessamine County;52.991;;;;;;
21115;KY;Johnson County;22.680;;;;;;
21117;KY;Kenton County;169.064;;;;;;
21119;KY;Knott County;14.251;;;;;;
21121;KY;Knox County;30.193;;;;;;
21123;KY;Larue County;14.867;;;;;;
21125;KY;Laurel County;62.613;;;;;;
21127;KY;Lawrence County;16.293;;;;;;
21129;KY;Lee County;7.395;;;;;;
21131;KY;Leslie County;10.513;;;;;;
21133;KY;Letcher County;21.548;;;;;;
21135;KY;Lewis County;13.080;;;;;;
21137;KY;Lincoln County;24.275;;;;;;
21139;KY;Livingston County;8.888;;;;;;
21141;KY;Logan County;27.432;;;;;;
21143;KY;Lyon County;8.680;;;;;;
21145;KY;McCracken County;67.875;;;;;;
21147;KY;McCreary County;16.888;;;;;;
21149;KY;McLean County;9.152;;;;;;
21151;KY;Madison County;92.701;;;;;;
21153;KY;Magoffin County;11.637;;;;;;
21155;KY;Marion County;19.581;;;;;;
21157;KY;Marshall County;31.659;;;;;;
21159;KY;Martin County;11.287;;;;;;
21161;KY;Mason County;17.120;;;;;;
21163;KY;Meade County;30.003;;;;;;
21165;KY;Menifee County;6.113;;;;;;
21167;KY;Mercer County;22.641;;;;;;
21169;KY;Metcalfe County;10.286;;;;;;
21171;KY;Monroe County;11.338;;;;;;
21173;KY;Montgomery County;28.114;;;;;;
21175;KY;Morgan County;13.726;;;;;;
21177;KY;Muhlenberg County;30.928;;;;;;
21179;KY;Nelson County;46.738;;;;;;
21181;KY;Nicholas County;7.537;;;;;;
21183;KY;Ohio County;23.772;;;;;;
21185;KY;Oldham County;67.607;;;;;;
21187;KY;Owen County;11.278;;;;;;
21189;KY;Owsley County;4.051;;;;;;
21191;KY;Pendleton County;14.644;;;;;;
21193;KY;Perry County;28.473;;;;;;
21195;KY;Pike County;58.669;;;;;;
21197;KY;Powell County;13.129;;;;;;
21199;KY;Pulaski County;65.034;;;;;;
21201;KY;Robertson County;2.193;;;;;;
21203;KY;Rockcastle County;16.037;;;;;;
21205;KY;Rowan County;24.662;;;;;;
21207;KY;Russell County;17.991;;;;;;
21209;KY;Scott County;57.155;;;;;;
21211;KY;Shelby County;48.065;;;;;;
21213;KY;Simpson County;19.594;;;;;;
21215;KY;Spencer County;19.490;;;;;;
21217;KY;Taylor County;26.023;;;;;;
21219;KY;Todd County;12.243;;;;;;
21221;KY;Trigg County;14.061;;;;;;
21223;KY;Trimble County;8.474;;;;;;
21225;KY;Union County;13.668;;;;;;
21227;KY;Warren County;134.554;;;;;;
21229;KY;Washington County;12.027;;;;;;
21231;KY;Wayne County;19.555;;;;;;
21233;KY;Webster County;13.017;;;;;;
21235;KY;Whitley County;36.712;;;;;;
21237;KY;Wolfe County;6.562;;;;;;
21239;KY;Woodford County;26.871;;;;;;
22000;LA;Louisiana;4.657.757;;;;;;
22001;LA;Acadia Parish;57.576;;;;;;
22003;LA;Allen Parish;22.750;;;;;;
22005;LA;Ascension Parish;126.500;;;;;;
22007;LA;Assumption Parish;21.039;;;;;;
22009;LA;Avoyelles Parish;39.693;;;;;;
22011;LA;Beauregard Parish;36.549;;;;;;
22013;LA;Bienville Parish;12.981;;;;;;
22015;LA;Bossier Parish;128.746;;;;;;
22017;LA;Caddo Parish;237.848;;;;;;
22019;LA;Calcasieu Parish;216.785;;;;;;
22021;LA;Caldwell Parish;9.645;;;;;;
22023;LA;Cameron Parish;5.617;;;;;;
22025;LA;Catahoula Parish;8.906;;;;;;
22027;LA;Claiborne Parish;14.170;;;;;;
22029;LA;Concordia Parish;18.687;;;;;;
22031;LA;De Soto Parish;26.812;;;;;;
22033;LA;East Baton Rouge Parish;456.781;;;;;;
22035;LA;East Carroll Parish;7.459;;;;;;
22037;LA;East Feliciana Parish;19.539;;;;;;
22039;LA;Evangeline Parish;32.350;;;;;;
22041;LA;Franklin Parish;19.774;;;;;;
22043;LA;Grant Parish;22.169;;;;;;
22045;LA;Iberia Parish;69.929;;;;;;
22047;LA;Iberville Parish;30.241;;;;;;
22049;LA;Jackson Parish;15.031;;;;;;
22051;LA;Jefferson Parish;440.781;;;;;;
22053;LA;Jefferson Davis Parish;32.250;;;;;;
22055;LA;Lafayette Parish;241.753;;;;;;
22057;LA;Lafourche Parish;97.557;;;;;;
22059;LA;LaSalle Parish;14.791;;;;;;
22061;LA;Lincoln Parish;48.396;;;;;;
22063;LA;Livingston Parish;142.282;;;;;;
22065;LA;Madison Parish;10.017;;;;;;
22067;LA;Morehouse Parish;25.629;;;;;;
22069;LA;Natchitoches Parish;37.515;;;;;;
22071;LA;Orleans Parish;383.997;;;;;;
22073;LA;Ouachita Parish;160.368;;;;;;
22075;LA;Plaquemines Parish;23.515;;;;;;
22077;LA;Pointe Coupee Parish;20.758;;;;;;
22079;LA;Rapides Parish;130.023;;;;;;
22081;LA;Red River Parish;7.620;;;;;;
22083;LA;Richland Parish;20.043;;;;;;
22085;LA;Sabine Parish;22.155;;;;;;
22087;LA;St. Bernard Parish;43.764;;;;;;
22089;LA;St. Charles Parish;52.549;;;;;;
22091;LA;St. Helena Parish;10.920;;;;;;
22093;LA;St. James Parish;20.192;;;;;;
22095;LA;St. John the Baptist Parish;42.477;;;;;;
22097;LA;St. Landry Parish;82.540;;;;;;
22099;LA;St. Martin Parish;51.767;;;;;;
22101;LA;St. Mary Parish;49.406;;;;;;
22103;LA;St. Tammany Parish;264.570;;;;;;
22105;LA;Tangipahoa Parish;133.157;;;;;;
22107;LA;Tensas Parish;4.147;;;;;;
22109;LA;Terrebonne Parish;109.580;;;;;;
22111;LA;Union Parish;21.107;;;;;;
22113;LA;Vermilion Parish;57.359;;;;;;
22115;LA;Vernon Parish;48.750;;;;;;
22117;LA;Washington Parish;45.463;;;;;;
22119;LA;Webster Parish;36.967;;;;;;
22121;LA;West Baton Rouge Parish;27.199;;;;;;
22123;LA;West Carroll Parish;9.751;;;;;;
22125;LA;West Feliciana Parish;15.310;;;;;;
22127;LA;Winn Parish;13.755;;;;;;
23000;ME;Maine;1.362.359;;;;;;
23001;ME;Androscoggin County;111.139;;;;;;
23003;ME;Aroostook County;67.105;;;;;;
23005;ME;Cumberland County;303.069;;;;;;
23007;ME;Franklin County;29.456;;;;;;
23009;ME;Hancock County;55.478;;;;;;
23011;ME;Kennebec County;123.642;;;;;;
23013;ME;Knox County;40.607;;;;;;
23015;ME;Lincoln County;35.237;;;;;;
23017;ME;Oxford County;57.777;;;;;;
23019;ME;Penobscot County;152.199;;;;;;
23021;ME;Piscataquis County;16.800;;;;;;
23023;ME;Sagadahoc County;36.699;;;;;;
23025;ME;Somerset County;50.477;;;;;;
23027;ME;Waldo County;39.607;;;;;;
23029;ME;Washington County;31.095;;;;;;
23031;ME;York County;211.972;;;;;;
24000;MD;Maryland;6.177.224;;;;;;
24001;MD;Allegany County;68.106;;;;;;
24003;MD;Anne Arundel County;588.261;;;;;;
24005;MD;Baltimore County;854.535;;;;;;
24009;MD;Calvert County;92.783;;;;;;
24011;MD;Caroline County;33.293;;;;;;
24013;MD;Carroll County;172.891;;;;;;
24015;MD;Cecil County;103.725;;;;;;
24017;MD;Charles County;166.617;;;;;;
24019;MD;Dorchester County;32.531;;;;;;
24021;MD;Frederick County;271.717;;;;;;
24023;MD;Garrett County;28.806;;;;;;
24025;MD;Harford County;260.924;;;;;;
24027;MD;Howard County;332.317;;;;;;
24029;MD;Kent County;19.198;;;;;;
24031;MD;Montgomery County;1.062.061;;;;;;
24033;MD;Prince George's County;967.201;;;;;;
24035;MD;Queen Anne's County;49.874;;;;;;
24037;MD;St. Mary's County;113.777;;;;;;
24039;MD;Somerset County;24.620;;;;;;
24041;MD;Talbot County;37.526;;;;;;
24043;MD;Washington County;154.705;;;;;;
24045;MD;Wicomico County;103.588;;;;;;
24047;MD;Worcester County;52.460;;;;;;
24510;MD;Baltimore city;585.708;;;;;;
25000;MA;Massachusetts;7.029.917;;;;;;
25001;MA;Barnstable County;228.996;;;;;;
25003;MA;Berkshire County;129.026;;;;;;
